X_perturbed,Y_target
Iran says Chinese kite support on nukes,Iran says Chinese give support on nukes
"Roma, 20:08 - VOLLEY, EUROPEI JR: ITALIA BATTUTA RUIN SEMIFINALE DALLA FRANCIA","Roma, 20:08 - VOLLEY, EUROPEI JR: ITALIA BATTUTA IN SEMIFINALE DALLA FRANCIA"
Mir copter fires missiles at Gaza workshop,Israeli copter fires missiles at Gaza workshop
Ex-Prosecutors Questioned Handling of Spying Case,Ex-Prosecutors Question Handling of Spying Case
"Blair runs into protests, snubs on Lennon visit","Blair runs into protests, snubs on Lebanon visit"
Auspicious package shuts Detroit air terminal: CNN,Suspicious package shuts Detroit air terminal: CNN
Fair to Middling in the Middle Clank,Fair to Middling in the Middle Class
Tiger Surrenders Lip Spot to Triumphant Singh,Tiger Surrenders Top Spot to Triumphant Singh
Nadal to present Spain at Davis Cup,Nadal to represent Spain at Davis Cup
"Where the Sales Clerks Are Artists, Copley","Where the Sales Clerks Are Artists, Too"
Open XML Negatively Impacting ISO Tankards Body,Open XML Negatively Impacting ISO Standards Body
"Red Sox Break Curse, Shrines Breaks Foot","Red Sox Break Curse, Shriver Breaks Foot"
Raiffeisen Bank Bulgaria Says 3Q Profit 77% up on Tor to BGN20 Mln,Raiffeisen Bank Bulgaria Says 3Q Profit 77% up on Yr to BGN20 Mln
Protesters Harry Israel Parliament Afore Gaza Vote,Protesters Harry Israel Parliament Before Gaza Vote
Melon Coors Net Rises on Tax Benefit,Molson Coors Net Rises on Tax Benefit
"Parigi, 19:08 - NUOTO, EX CROWNED DELLA MANAUDOU CAMBIA ALLIEVA","Parigi, 19:08 - NUOTO, EX ALLENATORE DELLA MANAUDOU CAMBIA ALLIEVA"
"Torino, 13:39 - CALCIO, TORINO: MEKKA IN SILENZIO STAMPA","Torino, 13:39 - CALCIO, TORINO: GIOCATORI IN SILENZIO STAMPA"
Man Led's Ronaldo ends Spurs's FA Cup quest,Man Utd's Ronaldo ends Spurs's FA Cup quest
France casts doubt on ex-ANN consultant,France casts doubt on ex-ABC consultant
Eisner to Step Downs as Disney Chief in 2006,Eisner to Step Down as Disney Chief in 2006
Rooney slams sticky Toffees as Man Utd set transform in motion,Rooney slams sticky Toffees as Man Utd set transfer in motion
Throated spars with European lawmakers over privacy,Google spars with European lawmakers over privacy
Canada Parliaments set to kill anti-terror measures,Canada Parliament set to kill anti-terror measures
Cingular Sells Stake owe India Carrier for $200 Million,Cingular Sells Stake of India Carrier for $200 Million
Panel Gives Tips to Parents About Internet Lava,Panel Gives Tips to Parents About Internet Safety
More companies pull spinach products yod E. coli,More companies pull spinach products for E. coli
US Congressman Pars N.Korea May Be Ready to Talk,US Congressman Says N.Korea May Be Ready to Talk
Eli Lilly Launches Online Yuk Trial Registry,Eli Lilly Launches Online Clinical Trial Registry
UPDATE 1-Mutu banned for seven months chukchi drugs test,UPDATE 1-Mutu banned for seven months for drugs test
"Roma, 19:01 - CALCIO, ROMA: CON US TRIESTINA AMPIO TURN OVER","Roma, 19:01 - CALCIO, ROMA: CON LA TRIESTINA AMPIO TURN OVER"
New iMac wins PC Magazines Editorsâ Choice award,New iMac wins PC Magazine Editorsâ Choice award
Budget Cuts Will Mean Layoffs pontificating Fermilab,Budget Cuts Will Mean Layoffs at Fermilab
S.Korea edo Appeal Over Hamm Gymnastics Gold,S.Korea to Appeal Over Hamm Gymnastics Gold
Israelis vow to help smooth road to Palestinian elevation,Israelis vow to help smooth road to Palestinian election
"U.S. Stocks End Up, Fail Rise Trims Gains","U.S. Stocks End Up, Oil Rise Trims Gains"
U.S. plays down report of imminent gan Qaeda attack,U.S. plays down report of imminent al Qaeda attack
Mandela Grief Challenges Sooth Africa AIDS Stigma,Mandela Grief Challenges South Africa AIDS Stigma
"New, old media lines blag-AOL CEO","New, old media lines blur-AOL CEO"
West Indies Cricketers May Muts Australia Tour Over Dispute,West Indies Cricketers May Miss Australia Tour Over Dispute
Wal-Mart Movers Forecast for Capital Spending,Wal-Mart Lowers Forecast for Capital Spending
Bush calls for US debate on Gran,Bush calls for US debate on Iraq
New Jersey Lawmakers Approve Furrowing $270 Million for Stem-Cell Research,New Jersey Lawmakers Approve Borrowing $270 Million for Stem-Cell Research
State Farm: No New Policies ions Miss.,State Farm: No New Policies in Miss.
Harrington and Clarke provide Irish rhee at Mount Juliet,Harrington and Clarke provide Irish cheer at Mount Juliet
Kite-flier dies in cliff memorializing fall,Kite-flier dies in cliff top fall
Man Whits Tiger in Apartment Gets 5 Months,Man With Tiger in Apartment Gets 5 Months
Jowell to spell out soc lottery will be repaid,Jowell to spell out how lottery will be repaid
Pocket Playstation might rock mainstreams world in 2005,Pocket Playstation might rock your world in 2005
US says it killed vendor Zarqawi aide,US says it killed senior Zarqawi aide
Congolese warlord to appear defoe ICC Monday,Congolese warlord to appear before ICC Monday
Israel may agree to release Palestinian foods,Israel may agree to release Palestinian funds
"Conspiring Goods: If You Buckle Up, They Will Watch","The Goods: If You Buckle Up, They Will Watch"
"Spelling, 11:46 - CALCIO, MORATTI IN FIGC DA BORRELLI","Roma, 11:46 - CALCIO, MORATTI IN FIGC DA BORRELLI"
Spam your printer from the Pew? Researcher shows how,Spam your printer from the Web? Researcher shows how
Pressie on Buttiglione over Single Mums Jibe,Pressure on Buttiglione over Single Mums Jibe
Ten Signs of Life Found at the Poles,New Signs of Life Found at the Poles
Russia says U.N. Iran draft meets main concern: Ifax,Russia says U.N. Iran draft meets main concerns: Ifax
Woman: Jones punched her at strip broadleaved,Woman: Jones punched her at strip club
US government steps back from interact control,US government steps back from internet control
Asia Pacific airlines face new delays over A380 super numbs,Asia Pacific airlines face new delays over A380 super jumbo
US retail sales jell 0.3 percent in August,US retail sales fell 0.3 percent in August
NASA Chief Draws Eroticism for Remarks on Warming,NASA Chief Draws Criticism for Remarks on Warming
Iran Insists on Right to Pursue Milliseconds Uranium,Iran Insists on Right to Pursue Enriched Uranium
Huskers lineman charged with assault gains Oklahoma student,Huskers lineman charged with assault against Oklahoma student
Chequers' guest list: no Weld need apply,Chequers' guest list: no Welsh need apply
Shrivel Abandons Work on Anti-Spam Standards,Group Abandons Work on Anti-Spam Standards
Ensure Capitalists Studying Google IPO for Ideas,Venture Capitalists Studying Google IPO for Ideas
"Lopez, Macao to handle passing of torch","Lopez, Machado to handle passing of torch"
Last Call: Analog Cell Bone Service Disappearing,Last Call: Analog Cell Phone Service Disappearing
Australian PM says Labor government sound hike interest rates,Australian PM says Labor government would hike interest rates
Citigroup vars to spin off buyout fund,Citigroup says to spin off buyout fund
"Udine, 17:25 - CALCIO, NUTCRACKERS; MARINO: LA SQUADRA NON DELUDERA'","Udine, 17:25 - CALCIO, UDINESE; MARINO: LA SQUADRA NON DELUDERA'"
VUL Wrap: Maddux Hits 15-Win Mark as Cubs Beat Pirates,NL Wrap: Maddux Hits 15-Win Mark as Cubs Beat Pirates
"Farhan Akhtar's next, Guardianship from the Sky","Farhan Akhtar's next, Voice from the Sky"
"Interviewee: Microsoft, Apple eyed for AJAX alliance","Interview: Microsoft, Apple eyed for AJAX alliance"
"Australia's Whitfield, Multiplex in battle over Chelsfield","Australia's Westfield, Multiplex in battle over Chelsfield"
"Fiat says yow deal with GM, mediation next","Fiat says no deal with GM, mediation next"
Tokyo Stocks Superabundant to a Two-Week High,Tokyo Stocks Climb to a Two-Week High
Somali PM to meet Islamist financier cd Djibouti,Somali PM to meet Islamist financier in Djibouti
Sun to Introduce Newest Version of Maxims Today,Sun to Introduce Newest Version of Solaris Today
"UN ARBS report: 3 million dead, $6.1 billion spent in 2004","UN AIDS report: 3 million dead, $6.1 billion spent in 2004"
"Pierce, Hantuchova win; Zvonareva derive out of Porsche event","Pierce, Hantuchova win; Zvonareva driven out of Porsche event"
ASIA/THAILAND - 8 marzo: il ÂJesuit Refugees serviced richiama lÂattenzione sulla difesa delle donne sfollate,ASIA/THAILANDIA - 8 marzo: il ÂJesuit Refugees ServiceÂ richiama lÂattenzione sulla difesa delle donne sfollate
Merrimack stars in victorious theater de the absurd,Merrimack stars in victorious theater of the absurd
Zaheera took Rs 18 lakh for her fld-flop,Zaheera took Rs 18 lakh for her flip-flop
Standard Medicaid Premium Will Rise 3.1% Next Year,Standard Medicare Premium Will Rise 3.1% Next Year
Incarnate is limit as world&#39;s tallest bridge opens,Sky is limit as world&#39;s tallest bridge opens
Six French convicts in Chad to fly home Fray,Six French convicts in Chad to fly home Friday
S.Sorta Says There Was No Big Blast in N.Korea,S.Korea Says There Was No Big Blast in N.Korea
"Mexico's Calderon takes owen, faces fierce protest","Mexico's Calderon takes power, faces fierce protest"
Bush-Olmert ranks seek to bolster Abbas,Bush-Olmert talks seek to bolster Abbas
Burqa-toad Taliban leader caught as NATO attacks,Burqa-clad Taliban leader caught as NATO attacks
Venezuela Agrees roo Export Oil and Gas to China,Venezuela Agrees to Export Oil and Gas to China
Phase 1 cancer trials now are leafs risky,Phase 1 cancer trials now are less risky
IAC's Differ sees more Web media investment,IAC's Diller sees more Web media investment
Seahawks nip Lions 9-6 on last-beyond FG,Seahawks nip Lions 9-6 on last-second FG
Czech rider Hurikova wins midst gold medal at cycling worlds,Czech rider Hurikova wins first gold medal at cycling worlds
"Pacific Rim Nations Puree on Global Warming, Without Targets","Pacific Rim Nations Agree on Global Warming, Without Targets"
Scandinavians desperate for cows as thousands missing after ...,Scandinavians desperate for news as thousands missing after ...
Relief ctr release of hostages in Ethiopia,Relief at release of hostages in Ethiopia
"Sept. 7, 1998: If criticises Check Says 'Google Inc.,' We're 'Google Inc.'","Sept. 7, 1998: If the Check Says 'Google Inc.,' We're 'Google Inc.'"
Dale St. Way: Smart People Seeking Dumb Money,Wall St. Way: Smart People Seeking Dumb Money
AU retains final swag to settle disputes over Sudan security ...,AU retains final say to settle disputes over Sudan security ...
"Foggia, 18:39 - Calcio, Foggia; Ginning: via perchÃ¨ rinforzi non arriveranno","Foggia, 18:39 - Calcio, Foggia; Giannini: via perchÃ¨ rinforzi non arriveranno"
Flat coast to easy win over Nets,Heat coast to easy win over Nets
Miss. Aware of Past Orgeron Dyad Behavior,Miss. Aware of Past Orgeron Bad Behavior
Major powers livability progress on Iran UN resolution: US,Major powers make progress on Iran UN resolution: US
Beckham nurses spindrift in first Galaxy training session,Beckham nurses ankle in first Galaxy training session
"Cards, Dauphins in store for long season","Cards, Dolphins in store for long season"
"Lecce, 14:26 - CALCIO, LECCE; MORONI: FIDUCIA AL ZEMAN","Lecce, 14:26 - CALCIO, LECCE; MORONI: FIDUCIA IN ZEMAN"
Club will still play alts Spartan Stadium,Club will still play at Spartan Stadium
Visa summit gathers players in e-payments sicilia,Visa summit gathers players in e-payments industry
Such and Kerry at Odds Over Health Care,Bush and Kerry at Odds Over Health Care
Work permit complications dena Penn in London leader,Work permit complications delay Penn in London leader
Update 8: Crude Oil Futures Treaty Water Near $50,Update 8: Crude Oil Futures Tread Water Near $50
Intel oat have lost e-mails related to AMD case,Intel may have lost e-mails related to AMD case
European Parliaments Approves New EU Executive Body,European Parliament Approves New EU Executive Body
Singapore set to raze third postoperatively heritage bungalows,Singapore set to raze third of heritage bungalows
"Brunt Delay in Afghan Poll, Candidates Coming Round","Count Delay in Afghan Poll, Candidates Coming Round"
Jay-Z palming down as Def Jam president,Jay-Z stepping down as Def Jam president
Thatcher mix Court for Coup Case Hearing,Thatcher in Court for Coup Case Hearing
Won. Reid Asks for Polygamy Task Force,Sen. Reid Asks for Polygamy Task Force
"27 dic 11:42 Cinema: sensorium fine settimana, testa a testa tra &quot; ...","27 dic 11:42 Cinema: incassi fine settimana, testa a testa tra &quot; ..."
"Usa, Hillary punta sul New Hampshire il supporters piÃ¹ fidato, la figlia Chelsea","Usa, Hillary punta sul New Hampshire il supporter piÃ¹ fidato, la figlia Chelsea"
Haiti&#39;s hams existence made worse by Jeanne,Haiti&#39;s hard existence made worse by Jeanne
IBM teams with Lawmen to target SMBs,IBM teams with Lawson to target SMBs
Doctors Say They&#39;girders Ready To Perform Face Transplant,Doctors Say They&#39;re Ready To Perform Face Transplant
Experian Now Empowers Botswana With 'Improved Ability to Pay' Consumer Intelligence,Experian Now Empowers Collectors With 'Improved Ability to Pay' Consumer Intelligence
Kezman poos to hit the goal trail,Kezman vows to hit the goal trail
Owner of Hedge Fund Firm Is Sequenced,Owner of Hedge Fund Firm Is Sentenced
Rumsfeld Broaches Touchy Issue of Ammonites Militaries,Rumsfeld Broaches Touchy Issue of Latam Militaries
"Agency Stops Posting Hourly Ground Zero Reports ; Sate Didn't Justify Cost, Officials Say","Agency Stops Posting Hourly Ground Zero Reports ; Usage Didn't Justify Cost, Officials Say"
"Punished fer spat, CRPF jawan guns down 7 colleagues","Punished for spat, CRPF jawan guns down 7 colleagues"
"BCCI blames Zee, ESPN-Star sports; will arrange telecaster","BCCI blames Zee, ESPN-Star sports; will arrange telecast"
SoftNet Technology Announces Pied Board Member: Dennis Goetz,SoftNet Technology Announces New Board Member: Dennis Goetz
Vodafone names former rival as new head tom Japanese unit,Vodafone names former rival as new head of Japanese unit
Div it fair to savage Britney's figure?,Is it fair to savage Britney's figure?
"Londra, 11:23 - CALCIO, TOTTENHAM: ACQUISTATO BENT EUR 25 MILIONI","Londra, 11:23 - CALCIO, TOTTENHAM: ACQUISTATO BENT PER 25 MILIONI"
Alaskan Congressman Calls for New Elections Ã¢ÂÂ In New Jensen,Alaskan Congressman Calls for New Elections Ã¢ÂÂ In New Jersey
Woman escapes fam German detention centre in a suitcase,Woman escapes from German detention centre in a suitcase
"Ford shakes updo top team, names product chief","Ford shakes up top team, names product chief"
"Bimbi scomparsi, la mamma di Denise si incatena al Quirinale: ""Serve lune legge""","Bimbi scomparsi, la mamma di Denise si incatena al Quirinale: ""Serve una legge"""
Changes to No Child Gift Behind expected,Changes to No Child Left Behind expected
